,feature,class
904,"[-1.91436935e+02  1.64058273e+02 -6.54422379e+01  3.45454521e+01
 -2.44821033e+01 -2.52079582e+00 -1.75256939e+01 -4.19347954e+00
 -8.72902775e+00 -5.32889652e+00  9.66172695e-01 -9.09225273e+00
  1.46125603e+00 -1.82925301e+01  1.32248366e+00 -7.64455700e+00
 -7.53980923e+00 -4.64551544e+00 -6.65988588e+00  4.66666126e+00
 -1.05748205e+01 -4.67151813e-02 -1.93350673e+00 -8.62422752e+00
 -1.50963819e+00 -1.28288114e+00 -4.42682600e+00 -3.47455680e-01
 -1.72605717e+00 -6.00727415e+00  1.39593506e+00 -4.12721157e+00
 -2.25822330e+00 -1.60905945e+00 -6.07395411e+00 -3.77048779e+00
 -3.62429643e+00 -2.16791940e+00 -1.77489591e+00 -2.49228016e-01]",male
905,"[-3.4146481e+02  1.4153955e+02  1.3163445e+01  3.7993244e+01
 -9.1680317e+00  1.2442220e+01 -1.8948679e+01  4.8590565e+00
 -1.3747065e+01 -7.2477741e+00  6.2867964e-04 -1.2313959e+01
  4.4474444e+00 -9.7436800e+00  4.9074788e+00 -5.1358347e+00
 -2.6605551e+00 -1.9679168e+00 -3.0281754e+00 -2.4473424e+00
 -7.2234688e+00  1.9105392e+00 -7.6315246e+00 -3.1225131e+00
 -4.7586980e+00 -4.3618760e+00 -4.5338497e+00 -3.9188626e+00
 -3.9288225e+00 -5.9982834e+00  5.8069307e-01 -4.5597634e+00
 -2.2634885e+00 -3.1335771e+00 -3.5348048e+00 -2.9506760e+00
 -2.0075059e+00 -2.7474117e+00 -4.5152173e+00 -1.3243231e+00]",male
906,"[-170.79718     117.44979     -40.636883     52.613346    -25.400698
   10.412524    -36.4421       -5.3130527   -20.315369    -15.428819
    1.3271259   -14.432138      3.440724    -16.954515      0.4201079
   -5.8035483    -4.8613834   -10.7790165    -4.367168     -5.387649
  -15.118029      0.49438706   -9.39544      -5.4535213    -6.758193
   -5.1168923    -8.20279      -3.7282362    -6.568121     -8.767121
   -2.9421864    -9.486622     -3.4414358    -9.236563     -3.751188
   -7.3084297    -5.4956584    -1.9249564    -7.6973996     1.3443877 ]",male
907,"[-2.2291031e+02  1.6324335e+02 -4.5398098e+01  5.4003616e+01
 -2.1710281e+01  9.8685360e+00 -6.5312109e+00 -1.2947487e+01
 -1.2426521e+01 -4.7668791e+00 -3.9439256e+00 -2.8068521e+00
  7.6759815e+00 -1.2213289e+01  6.5807691e+00 -3.1323426e+00
 -5.8597178e+00 -6.7304626e+00 -3.5094233e+00 -4.5740213e+00
 -1.2007596e+01  1.2732753e+00 -6.4291039e+00 -4.7224398e+00
 -5.3831167e+00 -2.2021537e+00 -4.7592173e+00 -4.3792562e+00
 -2.0111902e+00 -5.5260558e+00 -7.1624666e-01 -5.0736523e+00
 -1.3057718e+00 -3.1153226e+00 -3.0683594e+00 -1.2432646e+00
 -1.5960988e-01 -4.6017095e-01 -1.4982541e+00  1.2811412e+00]",male
908,"[-1.6605988e+02  1.6910846e+02 -6.4712143e+01  5.6205143e+01
 -2.7082106e+01  1.7238657e+00 -9.3259802e+00 -8.3540936e+00
 -9.9960642e+00 -2.8583047e+00  7.3177271e+00 -3.1468606e+00
  7.3347216e+00 -1.3992916e+01  4.9746342e+00 -4.3800707e+00
 -6.0538383e+00  2.6112695e+00 -3.7947476e+00  2.8468087e+00
 -5.1298480e+00  2.6564381e+00 -1.7658764e+00 -3.9574807e+00
 -2.9954880e-01 -1.3534069e+00 -2.0578074e+00 -1.1267418e+00
 -1.4185112e+00 -3.8839023e+00  5.4642689e-01 -2.1374459e+00
  1.1688662e+00 -1.5746199e+00 -2.6617491e+00  9.6226625e-02
 -3.1257315e+00 -6.1192518e-01 -1.4486660e+00 -1.6263634e+00]",male
909,"[-2.8715451e+02  1.3779068e+02 -9.9206581e+00  5.5249855e+01
 -1.7424173e+01  2.2597761e+01 -1.4613564e+01 -6.2891812e+00
 -8.7255917e+00 -2.0404420e+00 -2.8926725e-02  2.5358727e+00
  2.6764872e+00 -1.1740489e+01  1.1638804e+01 -5.7049680e+00
  3.0655203e+00 -8.2971745e+00 -1.7047377e+00 -2.0800230e-01
 -9.8536854e+00  5.4909632e-02 -8.9504061e+00 -1.8380885e+00
 -9.3242168e+00 -4.0614283e-01 -5.3031640e+00 -6.1586442e+00
 -2.6997199e+00 -6.9839096e+00 -2.5172756e+00 -6.4880762e+00
 -1.6204158e+00 -5.7564545e+00 -1.4249067e+00 -4.2162356e+00
 -1.8579016e+00  7.2681263e-02 -4.1172585e+00 -1.7273588e-01]",male
910,"[-251.93555     150.30093     -18.79969      28.960863    -10.881159
  -11.537092    -18.945902    -11.877368    -17.064678     -9.695279
   -2.225095    -15.598032     -8.626264    -16.231798    -14.197373
  -15.627721    -10.9479       -7.3004684    -4.177653     -5.2120085
  -11.521445     -4.1451116    -6.542505     -1.6835465    -5.5395894
   -8.419395     -5.804461     -7.8575883    -6.243481     -9.115252
   -5.768329     -3.874598     -1.7479534    -4.272076     -4.3696713
   -0.43544772   -1.500994     -0.8362779     0.6037601     4.3414583 ]",male
911,"[-2.7372470e+02  1.7448701e+02 -1.4033245e+01  3.9444916e+01
 -3.0034283e+01  3.5823296e+01 -2.6036156e+01  1.0238230e+01
 -6.2224274e+00  1.2891121e+00  9.3029222e+00 -7.6743302e+00
  1.3338778e+01 -9.6654415e+00  9.0542545e+00 -6.5846405e+00
  3.9537909e+00 -2.2200110e+00  4.2413235e-01  3.1454542e+00
 -4.2965889e+00  4.3001242e+00 -7.5423608e+00  1.1571814e+00
 -6.0408711e+00  3.6382654e+00 -2.0905840e+00 -2.7870347e+00
  1.3481044e+00 -2.3196712e+00  2.0478692e+00 -4.3322859e+00
  1.6607267e+00 -1.8042238e+00  1.2105253e+00 -9.1139305e-01
 -4.6966729e-01 -8.3291423e-01  5.2999094e-02 -6.2906533e-01]",male
912,"[-2.5351445e+02  1.4261403e+02 -3.6564823e+01  3.7781616e+01
 -2.4070093e+01  2.3487373e+01 -2.7660849e+01 -1.0570272e+01
 -3.4200542e+00  7.4340801e+00  1.3607098e+00 -1.4751693e+01
  6.4869566e+00 -2.0086508e+01 -3.4510422e+00 -1.3871936e+01
 -7.0263519e+00  1.1024926e+00 -1.4605330e+00  7.9305464e-01
 -1.8447584e-01  7.9835305e+00 -6.1200733e+00 -1.2436215e+00
 -4.3511677e+00 -2.0398648e+00 -3.6642189e+00 -2.7326274e+00
 -2.4063756e+00 -5.9519520e+00  4.2214622e+00 -3.2165792e+00
 -3.5171313e+00 -3.7095997e+00 -7.6568252e-01 -5.5965804e-02
  4.5805332e-01  8.7401807e-01 -1.3275830e+00 -6.9828379e-01]",male
913,"[-2.0497231e+02  1.3539120e+02 -5.6750607e+01  5.1153965e+01
 -2.4565496e+01  1.7464289e+01 -1.1740888e+01  1.2317044e+01
 -4.7329650e+00 -3.9396188e+00  1.0662428e+01 -5.8384857e+00
  1.1902696e+01 -9.0856915e+00  4.5287833e+00 -2.5628641e+00
 -4.6722434e-02  5.1635170e-01 -1.7385024e+00 -2.5227606e+00
 -3.8498740e+00  1.2070535e+00 -9.1944656e+00 -1.2897523e-01
 -1.0941727e+01 -6.4177179e+00 -5.1325536e+00 -5.8370428e+00
 -3.8948226e+00 -9.7100811e+00 -3.7828317e+00 -2.9902551e+00
  5.9946933e+00  9.6134400e-01  3.7701912e+00  3.0788038e+00
  1.2263033e+00  2.8195122e-01 -6.1628680e+00  4.8110598e-01]",male
914,"[-2.9982303e+02  1.3273058e+02 -1.9693926e+01  5.9213600e+01
 -1.2739946e+01  2.3260241e+01 -2.2413652e+01  4.2428093e+00
 -1.3999119e+01  5.7742653e+00  1.9913262e+00 -7.5122986e+00
  8.5401840e+00 -1.5048485e+01  2.0185194e+01 -9.4906006e+00
 -3.0450456e+00  3.8137357e+00 -7.6039133e+00 -1.5990243e+00
 -4.8942871e+00 -3.7598255e-01 -3.7053254e+00 -4.5574131e+00
 -4.1134648e+00  2.9776702e+00 -7.7186060e+00  3.6614387e+00
 -6.2227941e-01  1.3410538e-01  3.6353445e+00 -3.8338673e+00
  5.2606778e+00 -5.9613218e+00  2.2197253e-01 -3.7190194e+00
 -5.1663280e+00 -3.4962380e+00 -4.2558460e+00 -2.8402610e+00]",male
915,"[-1.8656236e+02  1.6858980e+02 -5.5527401e+00  2.7779274e+01
 -7.7686772e+00  8.2571745e+00 -1.5049984e+01 -7.2442675e+00
 -1.3088482e+01 -1.3602140e+01 -2.0826247e+00 -7.0778208e+00
 -9.2996460e-01 -1.3011928e+01 -9.4627756e-01 -2.2502177e+00
 -6.3105731e+00 -9.2703333e+00 -6.0799966e+00 -1.8987062e+00
 -7.4505053e+00 -9.0254700e-01 -3.3661749e+00 -1.0736282e+00
 -4.5689063e+00 -1.5975808e+00 -2.5558332e-01 -1.8189967e+00
 -1.1321135e-01 -3.2461121e+00  6.6145986e-01 -3.1176529e+00
 -1.1237545e+00 -1.5268929e+00 -1.6638665e+00 -7.2487307e-01
 -1.0378014e+00  9.2795408e-01 -1.5282211e+00  8.0837595e-01]",male
916,"[-3.1718680e+02  1.7472192e+02 -2.4989094e+01  2.8810219e+01
  3.2885814e+00 -3.0431979e+00 -9.6229639e+00 -3.6308104e-01
 -1.0216656e+01  2.8668537e+00  1.7136374e-01 -3.7243626e+00
  1.1345919e+01 -7.3912191e+00  3.6034734e+00  9.8085821e-01
 -2.9126999e+00 -2.8877690e+00 -4.1041737e+00 -4.0798912e+00
 -6.6467352e+00  2.4573639e-01 -5.4140139e+00 -4.1619415e+00
 -3.2963967e+00 -2.8717544e+00 -2.8992386e+00 -1.1810006e+00
 -3.0862090e-01 -1.8544393e+00 -7.3418570e-01 -2.1849830e+00
  5.0769275e-01 -1.8873880e+00 -9.9381834e-01 -1.7269374e+00
 -1.6993392e+00 -2.3305686e+00 -1.7695373e+00  1.3536059e+00]",male
917,"[-1.9197157e+02  1.4396362e+02 -3.8604885e+01  4.6648628e+01
 -3.7008175e+01 -1.4787927e-01 -3.2264107e+01 -1.8116590e+01
 -1.7314610e+01 -8.3667698e+00 -1.5175643e+01 -9.8860378e+00
  6.3562930e-01 -1.9337208e+01  6.0777826e+00 -1.1756175e+01
 -6.0901195e-01 -9.5048723e+00 -7.2783456e+00 -6.4231915e+00
 -1.2260139e+01 -4.4334769e-01 -1.3423307e+01 -2.6188872e+00
 -8.9511614e+00 -9.1602492e-01 -3.1476026e+00 -2.7463698e+00
 -1.0211066e+00 -4.5750165e+00  4.3998308e+00 -3.6947396e+00
  2.1769607e-01 -3.8667974e+00 -1.0803362e+00 -4.2924480e+00
 -3.3185554e+00  9.2443651e-01 -3.3571918e+00 -1.5799937e-01]",male
918,"[-2.8552911e+02  1.1862086e+02 -2.4953289e+01  4.1282681e+01
 -3.3263351e+01  1.6112246e+01 -2.1893181e+01 -1.4908434e+01
 -2.2963789e+01 -8.8842783e+00 -8.2859459e+00 -1.3752817e+01
  1.4195367e+00 -2.1573669e+01  9.8314447e+00 -1.5530751e+01
 -1.0156864e+01  5.5673504e-01 -1.3019277e+01 -8.7860212e+00
 -1.0484008e+01 -3.1257713e+00 -1.3672832e+01 -3.9491329e+00
 -6.4970717e+00 -4.6867065e+00 -4.4269700e+00 -3.4190543e+00
 -1.1283754e+00 -9.3263979e+00 -8.8157821e-01 -4.1496644e+00
 -2.3408055e+00 -4.6662517e+00 -1.0592875e+00 -4.9662162e-02
 -2.4036245e+00  1.8132011e+00 -2.6450412e+00  7.2795379e-01]",male
919,"[-3.9536038e+02  1.3277322e+02 -3.0450581e+01  5.9480824e+01
 -9.2947607e+00  8.3486891e+00 -9.3743820e+00 -3.7163286e+00
 -1.4354962e+01  3.3662447e-01  7.0787883e-01 -8.7013359e+00
  4.1970911e+00 -1.0347375e+01  5.2858758e+00 -5.5451083e+00
 -4.0600967e+00 -3.9255755e+00  4.5823327e-01 -2.0410321e+00
 -4.1268129e+00  3.1984441e+00 -6.8906064e+00  2.5382054e+00
 -3.8641951e+00 -2.9434862e+00 -2.5674920e+00 -2.2465017e+00
 -2.3005750e+00 -3.1633902e+00  9.2380649e-01 -3.8765569e+00
  7.1328491e-01 -3.1103809e+00 -1.3050007e+00 -2.2588863e+00
 -1.7860743e+00 -1.9080813e+00 -3.8590488e+00 -1.0796053e+00]",male
920,"[-1.4579179e+02  1.9404027e+02 -3.9849987e+01  4.3639404e+01
 -2.2078779e+00 -1.6530212e+01 -1.5150375e+00 -2.8937590e+00
 -2.4938761e+01 -4.5080509e+00 -3.8028522e+00 -1.4100711e+01
  1.2428219e+01 -1.1153372e+01  1.4747417e-01  6.5371814e+00
 -1.0719443e+01 -3.7527499e+00 -8.4056306e-01 -6.3133588e+00
 -9.6403389e+00  7.6604527e-01 -7.7770586e+00 -6.0135069e+00
  2.8564057e+00 -5.0643311e+00 -2.1224561e+00  3.7342682e-01
 -2.7259772e+00 -1.3456053e+00 -2.0097325e+00 -3.8189492e+00
 -1.5683088e+00 -3.9699526e+00 -2.9665422e+00 -2.3512452e+00
 -3.5185931e+00 -2.1420424e+00 -8.9384687e-01  5.1099354e-01]",male
921,"[-247.79852     158.5645      -47.838512     51.52323     -20.181454
   -6.3311353   -22.396572      4.4808893   -11.229126     -9.596476
    9.544102    -12.43652       2.3537006    -2.6615143    -1.6451728
   -8.567086     -1.2699378    -5.5834436    -2.8189054    -3.7717383
   -7.874992      4.333407     -9.846037     -4.0984755    -0.7951986
   -3.704524     -6.2096567     0.48504442   -1.1535714    -4.5218225
    2.6257982    -5.646505      1.253211     -1.995532     -2.5810359
    0.35521343   -2.6558022    -0.9863302    -1.8278836    -1.0473408 ]",male
922,"[-3.3469507e+02  1.5190260e+02 -3.1803768e+01  4.6502384e+01
 -2.8435869e+00  8.2000723e+00 -1.8405386e+01  1.3462607e+00
 -9.1358347e+00 -3.3218617e+00  1.6441765e+00 -1.0807941e+01
  5.3046227e+00 -1.0353777e+01 -1.2952439e+00 -5.9107232e+00
 -6.1936417e+00 -9.4929304e+00 -3.3119836e+00 -6.3068094e+00
 -1.1563077e+01 -1.2476290e+00 -9.9178467e+00  3.1032094e-01
 -3.7172100e-01  3.2748473e-01 -3.7875719e+00 -2.0516055e+00
  2.7455022e+00 -9.2174739e-02  2.2955267e+00 -3.4890959e+00
  4.3973947e+00  2.3003020e+00  1.6654475e+00 -1.6024590e+00
 -4.5895104e+00  7.3653531e-01 -6.6646963e-01 -3.2499161e+00]",male
923,"[-3.7062454e+02  1.1737518e+02  1.8797789e+01  4.2965805e+01
 -1.6366011e+01  1.2222897e+01 -1.6979012e+01  6.5372286e+00
 -1.1941888e+01 -1.5601220e+00  4.5657263e+00 -8.3165674e+00
  4.5609393e+00 -1.3475174e+01  4.5222306e+00 -4.4196677e+00
 -1.3405496e+00 -3.5119393e+00 -3.7501142e+00 -1.1705023e+00
 -3.5035336e+00  3.6626210e+00 -5.5355639e+00  2.6076176e+00
 -3.2720323e+00 -7.8123736e-01 -1.0715394e+00 -2.6629393e+00
 -2.3178999e+00 -5.1143360e+00 -2.8820109e-01 -5.5463114e+00
 -4.4812036e-01 -2.6771631e+00 -6.2065256e-01 -1.1289680e+00
 -1.7128659e+00  8.1957829e-01 -3.7360082e+00 -7.4317938e-01]",male
924,"[-1.9173335e+02  1.4433200e+02 -6.6970093e+01  3.7618534e+01
 -2.4803612e+01  1.5021086e+01 -3.2045353e+01 -7.4654641e+00
 -4.8030357e+00 -1.2406828e+01 -4.4593174e-02 -1.1162381e+01
 -4.0165064e-01 -1.4574883e+01 -1.2557664e+00 -1.2289912e+01
 -4.8446536e+00 -7.8290410e+00 -7.1462326e+00 -3.5291631e+00
 -1.2328309e+01  1.8672893e+00 -5.6570649e+00 -9.5737743e-01
 -1.0833689e+00  1.2068748e+00 -1.7073458e+00 -2.8409178e+00
 -8.8554406e-01 -3.7286041e+00  2.1428692e+00 -2.2250330e-01
  5.3372073e+00  3.4496496e+00  5.5392108e+00  3.2649584e+00
  1.4591777e+00  2.5485270e+00 -7.1573776e-01  1.2181768e+00]",male
925,"[-165.54225     165.8615      -36.513374     29.512983    -17.216896
   10.177865    -12.840787     -1.1933842    -6.440523     -2.0786629
    7.5830326    -1.6109174     8.061921     -4.8791304     5.9685864
   -4.030121     -0.20227087    0.8730828    -0.5280333     0.40549824
   -4.433193      3.9864848    -2.4735408     2.348895     -0.8707987
    0.60697615   -0.62531066   -1.0784972     0.8472827    -3.8632653
    1.4867475    -1.3691211     0.6014871    -0.9601769    -0.95766133
   -3.2543747    -2.8486629    -1.4018747    -3.9417124    -0.4141901 ]",male
926,"[-2.7711749e+02  1.3153987e+02 -4.5391064e+01  5.7759636e+01
 -3.8310795e+01  1.9437214e+01 -2.4079569e+01  9.8723783e+00
 -2.2765308e+01 -6.0127277e+00 -2.2417679e+00 -1.6706919e+01
  1.0980311e+01 -2.0043289e+01  2.9063966e+00 -8.5700083e+00
  1.8304945e+00 -1.3606815e+01 -2.2636569e+00 -5.3172177e-01
 -1.5755325e+01  1.6321914e+00 -9.9302254e+00 -3.1595835e-01
 -8.0031452e+00  1.3202224e+00 -5.0089231e+00 -2.3059592e+00
  1.3885809e-01 -6.9596305e+00  1.7023922e+00 -4.7313585e+00
 -2.9569414e-01 -5.4935751e+00 -7.2879851e-01 -3.7740536e+00
 -2.4977384e+00 -3.4238691e+00 -5.2400813e+00 -1.1731387e+00]",male
927,"[-287.68716     146.01134     -21.679844     43.8954       -2.3845294
   15.001133    -26.745722      3.9949665   -16.43254      -9.301216
    8.499397    -10.681388      4.26779     -10.992112      1.2331227
   -5.0965934    -2.2888288    -6.3680224    -5.6586       -3.627607
  -10.9238       -1.574839    -10.1758175    -5.218532     -4.374282
   -5.7603545    -5.6725597    -2.902351     -7.766221     -4.855586
   -2.3147693   -10.936626     -2.8067229    -6.716366     -4.540286
   -5.7643895    -3.9590561    -2.4150443    -4.373407      0.67494476]",male
928,"[-2.9285709e+02  1.2915785e+02 -5.6733372e+01  5.1206295e+01
 -2.1459576e+01  2.0160524e+01 -2.2529308e+01  1.3688657e+00
 -6.9768038e+00  2.4513845e+00  5.7796216e+00 -7.1875582e+00
  2.1282061e+01 -2.0830398e+00  6.3447919e+00  3.3285973e+00
  2.8310053e+00 -1.2645985e+01  1.2668297e+00  6.3169317e+00
 -3.8958344e+00  6.0125332e+00 -2.5357442e+00  3.8777599e+00
 -1.4708391e+00  2.7529166e+00 -7.1285696e+00  7.2358705e-02
  5.4520140e+00 -3.3120382e+00  5.2822191e-01 -1.3033766e+00
  5.5860391e+00 -3.8335931e+00  1.3042058e-01 -3.0384121e+00
 -2.4196827e+00  1.3488015e+00 -3.1064470e+00  1.4000658e+00]",male
929,"[-2.5836938e+02  1.5938148e+02 -3.4899418e+01  5.4633808e+01
 -1.1354063e+01  1.9295525e+01 -1.0984184e+01  3.4795263e+00
 -1.0890655e+01 -8.4432764e+00  1.4573994e+00 -1.3660422e+01
  4.7673922e+00 -1.0068019e+01  3.9127924e+00 -1.3429246e+00
  9.9669433e-01  5.3589356e-01 -5.4704982e-01  2.2063556e+00
 -6.5496035e+00 -1.2392802e+00 -3.9782968e+00 -8.6859685e-01
 -4.2819896e+00  7.0535684e-01 -1.2885427e+00 -1.0625013e+00
  3.0315548e-01 -2.5963459e+00 -5.5365186e-02 -3.1773043e+00
  1.1579437e+00 -1.2020293e+00  8.9345038e-01 -1.5985429e+00
 -1.8578780e-01 -2.2139330e-01 -3.9939826e+00 -1.0241203e+00]",male
930,"[-2.7600562e+02  1.5737473e+02 -4.2383453e+01  1.4812582e+01
 -8.3160038e+00 -9.2916069e+00 -2.4349566e+01 -1.0612524e+01
 -1.9663185e+01 -3.1553824e+00 -1.8928221e+00 -7.4358015e+00
 -3.1980935e-01 -1.3144728e+01  4.9549174e+00 -9.0527639e+00
 -6.5810437e+00 -4.1375933e+00 -8.2847137e+00 -8.2446251e+00
 -7.0204744e+00 -2.9583576e+00 -1.1972278e+01 -1.5326621e-01
 -6.3463430e+00 -5.0277967e+00 -2.7623153e+00 -5.0728583e+00
 -1.7797654e+00 -5.0395231e+00 -6.9622391e-01 -3.5620313e+00
 -8.8442498e-01 -2.5712595e+00 -1.1496154e+00 -3.2230294e+00
 -5.6391053e+00 -1.8871737e+00 -5.0467625e+00 -3.7789290e+00]",male
931,"[-218.44484     172.24065     -65.7818       49.865753    -26.988672
    0.2688197   -29.425205     -5.6673203   -12.598739     -9.188726
    0.37081763  -16.324697      5.1630306   -21.949282     -3.0656703
   -4.946875    -10.955522     -0.91478753   -4.9158993    -7.3926134
   -4.5980544     0.7849679    -8.260629      1.2380021    -5.3778977
   -4.807435     -3.5871234    -6.234273     -3.1640284    -4.3614655
   -2.7103071    -5.906689     -1.7253038    -8.322187     -2.3149273
   -0.91744566   -4.3006563     2.1566951    -1.1889312     1.2375063 ]",male
932,"[-1.6777206e+02  1.4292216e+02 -4.7940071e+01  4.5981499e+01
 -1.3483000e+01  1.5833600e+00 -3.3891968e+01  3.6588328e+00
 -1.8226982e+01 -1.4909459e+01  4.6067920e+00 -1.9368118e+01
  4.8456855e-02 -1.1667884e+01 -6.9130430e+00 -3.3747988e+00
  1.0458641e+00 -1.1300494e+01  1.8593668e+00  4.0931356e-01
 -1.1927828e+01  1.0578840e+00 -5.1848779e+00 -2.4054439e+00
 -8.3535242e+00  2.8343804e+00 -5.6390066e+00 -8.6400681e+00
  4.4842598e-01 -7.6387281e+00 -3.4478178e+00 -5.6972656e+00
 -3.1536136e+00 -4.3794560e+00 -2.0428030e+00 -2.9827375e+00
  5.8820617e-01  3.3927722e+00  9.9430275e-01  4.9360094e+00]",male
933,"[-4.7017615e+02  1.7184517e+02 -7.8481374e+00  3.9350163e+01
 -8.6591606e+00  6.6464214e+00 -1.4063608e+01  5.9439244e+00
 -1.0407836e+01  3.3859408e+00  5.5808735e+00 -8.7757950e+00
  5.6845865e+00 -1.0226139e+01  1.8487720e+00 -6.7646527e+00
  1.8288305e+00 -2.9826436e+00 -3.7959661e+00 -1.4300184e-02
 -6.0033360e+00  2.5007389e+00 -5.2679276e+00 -1.9945088e-01
 -6.7003007e+00 -3.0190568e+00 -3.8834894e+00 -3.8426824e+00
 -7.2540790e-01 -6.6270204e+00 -2.2561848e+00 -5.3831868e+00
 -2.8532922e+00 -5.9631495e+00 -1.4421194e+00 -3.5227358e+00
 -5.1605902e+00 -1.3438702e+00 -3.8040521e+00  3.3870628e-01]",male
934,"[-1.7990909e+02  1.3725900e+02 -3.3914494e+01  6.2105663e+01
 -2.1281677e+01  1.4409363e+01 -1.4591879e+01  3.5848670e+00
 -1.8159227e+01 -5.1520333e+00  7.3660793e+00 -7.8886418e+00
  1.0401115e+01 -1.0235676e+01  3.8540087e+00 -7.9154916e+00
 -9.5469552e-01 -5.6273003e+00 -5.0273094e+00  6.5450633e-01
 -4.7908278e+00  2.5416160e+00 -8.0693197e+00  2.0594835e-01
 -5.0590353e+00 -2.1648698e+00 -4.3811355e+00 -5.4239565e-01
  1.0830482e+00 -4.6516600e+00  1.9536463e+00 -2.5924916e+00
  1.8425691e+00 -3.5505960e+00  6.7917693e-01 -1.2900932e+00
 -2.7714620e+00 -1.0927661e-01 -4.3258138e+00 -5.0167745e-01]",male
935,"[-9.5242844e+01  1.7437590e+02 -6.6747368e+01  3.4081150e+01
 -2.5002731e+01  1.7547797e+00 -1.8758005e+01 -4.8234529e+00
 -9.1560812e+00  1.0168993e+00 -4.5558763e+00 -1.0969249e+01
  4.5890889e+00 -1.7692917e+01  2.3404379e+00 -1.4488569e+01
 -9.5327702e+00 -4.4045358e+00 -7.7947760e+00 -3.5993533e+00
 -6.5867591e+00  1.0444072e+00 -6.6608262e+00  5.1359081e-01
 -2.9673958e+00 -8.2868487e-02 -2.0653179e+00 -2.1153042e+00
 -7.2796303e-01 -5.5677066e+00  6.5334573e-02 -4.3237562e+00
 -9.4124764e-01 -2.0676656e+00 -2.5373399e-01 -1.1249112e+00
 -1.4301983e-01  1.3686731e+00 -2.6097423e-01  3.7556691e+00]",male
936,"[-302.5247      150.4767      -33.32912      35.982204    -37.74385
   -6.57927     -22.119198     -4.523558     -9.752663    -15.248487
    2.6947384   -14.563452    -14.727113    -12.890864      5.6149225
  -15.805921    -12.870792     -4.852138    -14.597511     -4.7534323
   -5.1802025    -4.677623     -5.2779465    -1.0508157    -6.271317
   -4.4678564    -4.1170926    -6.6219773    -5.5095687    -6.747125
   -2.249747     -3.118756     -1.477419     -4.365411     -3.6607485
   -3.0093284    -1.8326594    -0.6321159    -1.9238417    -0.61295366]",male
937,"[-217.71295     166.54564     -15.67651      39.284733    -33.965744
   30.343824    -17.496231      0.79897934   -5.1456733   -10.367979
   -7.181354     -3.2954054     9.045588    -12.787186     12.375919
   -1.5190653     2.0049655    -6.852801     -2.731429     -2.1850605
   -9.496552      0.85891473   -9.485684      0.50928736   -6.709131
   -1.6887269    -5.4203234    -4.1470785    -0.8360864    -3.6282396
   -0.27894673   -6.830298      1.528592     -3.3821511    -2.3407974
   -3.642386     -2.6345654    -2.8463979    -4.2870736    -2.0712228 ]",male
938,"[-3.0235867e+02  1.4614325e+02 -9.9969873e+00  3.9201134e+01
 -4.0001923e+01  1.3795937e+01 -2.0359446e+01 -5.2717552e+00
 -8.3163757e+00 -7.7217345e+00 -3.2640753e+00 -4.6363416e+00
  7.5967293e+00 -1.9445904e+01  9.3441992e+00 -4.9742106e-02
 -4.2109966e+00 -1.1201202e+00 -3.6486192e+00 -2.4528909e-02
 -4.4884548e+00  1.0851387e+00 -3.4366267e+00  2.1720543e+00
 -4.3615866e+00  3.1285503e+00 -2.5093609e-01 -3.3441629e+00
  1.8077996e+00 -4.1223278e+00  1.2964212e+00 -3.6235831e+00
 -2.5098550e+00 -2.9816635e+00 -2.8880658e+00 -3.4285417e+00
 -3.2162189e+00 -1.3337187e+00 -1.6692790e+00 -6.3999343e-01]",male
939,"[-297.1843     145.07326     16.080227    68.2629     -28.392962
   45.017666   -44.790443   -25.53278      1.2466745  -24.210556
   -1.9389848  -16.623854    -9.153378   -11.589922    -0.7673843
   -4.9522257   -7.527569    -7.050513    -0.9450993   -7.989468
  -12.33073     -1.5526899   -1.174644    -4.5256133  -11.368836
   -0.3642715  -10.6923895   -7.5837965   -6.480297    -8.902275
   -1.7576591   -5.038071     0.6222322   -4.0108323   -1.2778362
   -3.4210148   -0.5258246   -6.2518163   -8.337105    -2.6104133]",male
940,"[-1.65566177e+02  1.82433945e+02 -6.48267078e+00  3.39557343e+01
 -1.09325676e+01  7.39826012e+00 -1.20798645e+01 -1.01948795e+01
 -7.70869160e+00 -3.72129679e+00  1.92098153e+00 -6.80263710e+00
  2.16363263e+00 -7.16273546e+00  2.47082496e+00 -3.47494316e+00
 -6.34538889e+00 -2.98964977e+00 -2.39522624e+00 -1.93143821e+00
 -5.45969343e+00  9.52391148e-01 -6.41950798e+00 -1.06281865e+00
 -1.71875000e+00 -2.55358291e+00 -2.22431272e-01 -4.74589539e+00
  8.34211707e-01 -9.49662209e-01 -1.50693893e+00 -1.70550811e+00
 -2.06196234e-01 -1.11579061e-01 -8.49973917e-01 -1.07948875e+00
 -1.77174604e+00 -5.32063663e-01 -2.43452311e+00 -1.45622396e+00]",male
941,"[-332.4783     109.40454    -16.722961    63.23479     -1.6814204
    6.4178486  -15.454861    16.302328   -15.072439    -1.8468908
   -1.8273733  -12.022239     6.1022725  -15.106432     4.2253227
  -11.088033    -3.638347    -7.5506053   -3.4601471   -4.7698436
  -11.258486     2.0481353  -10.939517    -0.6548419   -6.150699
   -2.4288023   -3.3036284   -4.282227    -1.8911808   -5.6448298
   -0.7571701   -6.729032    -2.53258     -5.029755    -2.997104
   -3.803768    -4.069977    -4.1065593   -4.6075797   -2.4848802]",male
